Agency,Description,Uploaded on,Link,Saved
DEPARTMENT OF TRANSPORTATION,"FINANCIAL, BUDGETARY, AND O...",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6940&PIID=693JJ923F000270&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA19D00A6&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,FEDERATION OF AMERICAN SCIE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422P800003&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,PURCHASE ORDER 693JK424P600...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P600065&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,NEW BUREAU PROCUREMENT (TIF...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ324F00119N&modNumber=0&idvAgencyID=&idvPIID=693JJ319D300008&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,THIS IS A NEW BPA CALL WITH...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ324F00215N&modNumber=P00001&idvAgencyID=&idvPIID=693JK418A600024&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS BPA CAL...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F96022N&modNumber=0&idvAgencyID=&idvPIID=693JK423A600001&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,OPTION YEAR 2 FOR SUPPORT S...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6953&PIID=693JJ421F000015&modNumber=P00004&idvAgencyID=&idvPIID=693JJ418A000001&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,NEW PURCHASE ORDER FOR THE ...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P600073&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,PROVIDE DOT OST WITH A FEAS...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422P600015&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,ESTABLISH A PURCHASE ORDER ...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P500015&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,PROFESSIONAL EXECUTIVE LEVE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=69056724F00079N&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA21D0098&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS TASK OR...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ323F00397N&modNumber=P00001&idvAgencyID=&idvPIID=693JJ322A000021&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS TASK OR...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ324F00463N&modNumber=0&idvAgencyID=&idvPIID=693JJ321D000017&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,ADVISING SERVICES TO ASSOCI...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6947&PIID=6923G523P0015&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,ADMINISTRATIVE ANALYST II T...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6957&PIID=693JK324F00035N&modNumber=P00002&idvAgencyID=&idvPIID=693JK324A000002&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS NEW PUR...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P600003&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,FEDERAL TRANSIT ADMINISTRAT...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6955&PIID=69319523PO00044&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS TASK OR...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F95036N&modNumber=0&idvAgencyID=&idvPIID=693JK420D500003&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,Subscription services,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6955&PIID=69319524PO00025&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,Subscription services,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6957&PIID=693JK324P000010&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,Subscription services,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422P600013&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,Subscription services,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424C600003&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,Subscription services,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P600045&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,THE U.S. DEPARTMENT OF TRAN...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6957&PIID=693JK321F00019&modNumber=P00007&idvAgencyID=&idvPIID=GS10F0165V&contractType=AWARD,"$19,392"
DEPARTMENT OF TRANSPORTATION,CONSULTING SERVICES FOR ENV...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6947&PIID=6923G521P0043&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$25,000"
DEPARTMENT OF TRANSPORTATION,SHORTLINE PILOT - DEVELOP A...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6930&PIID=693JJ621F000037&modNumber=P00004&idvAgencyID=&idvPIID=GS10F0037P&contractType=AWARD,"$34,544.38"
DEPARTMENT OF TRANSPORTATION,TECHNICAL SERVICES CONTRACT...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=693KA920F00179&modNumber=P00007&idvAgencyID=&idvPIID=DTFAWA10A00073&contractType=AWARD,"$37,797.63"
DEPARTMENT OF TRANSPORTATION,Subscription services,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6947&PIID=6923G524P0112&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$49,325"
DEPARTMENT OF TRANSPORTATION,Subscription services,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F75008N&modNumber=P00001&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD,"$49,825"
DEPARTMENT OF TRANSPORTATION,NEW TASK ORDER AWARD ENTITL...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ323F00405N&modNumber=P00001&idvAgencyID=&idvPIID=693JJ322A000019&contractType=AWARD,"$54,028.23"
DEPARTMENT OF TRANSPORTATION,Subscription services,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK423P900001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$85,600"
DEPARTMENT OF TRANSPORTATION,A NEW AWARD FOR THE EXCELLE...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ322F00248N&modNumber=P00002&idvAgencyID=&idvPIID=GS10F0140V&contractType=AWARD,"$114,000"
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS PURCHAS...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P500008&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$118,565.66"
DEPARTMENT OF TRANSPORTATION,FHWA BPA ORDER FOR HEP MARK...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ323F00061N&modNumber=P00003&idvAgencyID=&idvPIID=693JJ322A000019&contractType=AWARD,"$169,659.08"
DEPARTMENT OF TRANSPORTATION,Subscription services,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422P600004&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$193,118"
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS CONTRAC...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424C600005&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$215,512.21"
DEPARTMENT OF TRANSPORTATION,TITLE: COMMUNITY ENHANCED T...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6940&PIID=693JJ924F00043N&modNumber=0&idvAgencyID=&idvPIID=693JJ924D000004&contractType=AWARD,"$270,195"
DEPARTMENT OF TRANSPORTATION,"TASK ORDER FOR ""SUPPORT OF ...",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ324F00217N&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D00F1&contractType=AWARD,"$349,270"
DEPARTMENT OF TRANSPORTATION,A NEW ENERGY AND SUSTAINABI...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK423C600012&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$363,338"
DEPARTMENT OF TRANSPORTATION,REQUSISTION: THE PURPOSE OF...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422C600005&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$445,662.23"
DEPARTMENT OF TRANSPORTATION,SERJON LLC - TEMP FINANCIAL...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6938&PIID=693JF722C000032&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$568,600.6"
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS EFFORT ...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ323F00161N&modNumber=P00002&idvAgencyID=&idvPIID=693JJ322A000021&contractType=AWARD,"$661,500.61"
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS PURCHAS...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK423F50007N&modNumber=P00004&idvAgencyID=&idvPIID=693JJ318A000007&contractType=AWARD,"$700,000"
DEPARTMENT OF TRANSPORTATION,THIS IS A NEW AWARD FOR THR...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ324F00273N&modNumber=0&idvAgencyID=&idvPIID=693JJ320A000024&contractType=AWARD,"$715,433.42"
DEPARTMENT OF TRANSPORTATION,ESTABLISH A NEW TASK ORDER ...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422F96500N&modNumber=P00005&idvAgencyID=&idvPIID=693JK422D600001&contractType=AWARD,"$872,877.3"
DEPARTMENT OF TRANSPORTATION,BLANKET PURCHASE AGREEMENT ...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ324F00128N&modNumber=0&idvAgencyID=&idvPIID=693JJ320A000022&contractType=AWARD,"$884,849.8"
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS CONTRAC...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK423C600007&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$969,468.7"
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS CONTRAC...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK423C600005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,043,371.8"
DEPARTMENT OF TRANSPORTATION,BPA CALL: THE PURPOSE OF TH...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F96008N&modNumber=P00004&idvAgencyID=&idvPIID=693JK418A600024&contractType=AWARD,"$1,053,588"
DEPARTMENT OF TRANSPORTATION,TO ASSESS AND EVALUATE THE ...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK425F96006N&modNumber=0&idvAgencyID=&idvPIID=693JK424D600005&contractType=AWARD,"$1,460,596.68"
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS CONTRAC...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424C600007&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,686,078.08"
DEPARTMENT OF TRANSPORTATION,SECTOR RISK MANAGEMENT AGEN...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422C600004&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,715,913.6"
DEPARTMENT OF TRANSPORTATION,OFFICE OF CIVIL RIGHTS (ACR...,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=693KA921F00013&modNumber=P00012&idvAgencyID=&idvPIID=DTFAWA13A00225&contractType=AWARD,"$5,826,670.96"
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS CONTRAC...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424C600008&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF CALL ORDER 6...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F96017N&modNumber=P00001&idvAgencyID=&idvPIID=693JK423A600001&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF CALL ORDER 6...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F96020N&modNumber=P00002&idvAgencyID=&idvPIID=693JK423A600001&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,PURCHASE ORDER 693JK424P500...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P500016&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,NEW PURCHASE ORDER FOR PROF...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P500018&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,PURCHASE ORDER 693JK424P500...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P600075&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,FOLLOW-ON CONTRACT FOR SAFE...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=6973GH24P03904&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TRANSPORTATION,THIS CALL ORDER 693JK424F95...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F95011N&modNumber=P00002&idvAgencyID=&idvPIID=693JK424A500005&contractType=AWARD,"$46,052.12"
DEPARTMENT OF TRANSPORTATION,BPA CALL FOR LIBRARY SUPPOR...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422F800001&modNumber=P00002&idvAgencyID=&idvPIID=693JK422A800003&contractType=AWARD,"$100,000"
DEPARTMENT OF TRANSPORTATION,THE PURPOSE OF THIS CONTRAC...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK420C500009&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,"$207,336"
DEPARTMENT OF TRANSPORTATION,A NEW ENERGY AND SUSTAINABI...,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK423C600015&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$654,420"
DEPARTMENT OF TREASURY,DEIA Training,1/22/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H325F00024&modNumber=P00001&idvAgencyID=&idvPIID=2032H321A00002&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/22/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H325F00031&modNumber=P00001&idvAgencyID=&idvPIID=2032H321A00003&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/22/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=2033H624F00163&modNumber=P00001&idvAgencyID=&idvPIID=2032H321A00004&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/22/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2050&PIID=2032H824F00064&modNumber=P00003&idvAgencyID=&idvPIID=GS35F329DA&contractType=AWARD,"$2,323,822.56"
DEPARTMENT OF TREASURY,DEIA Training,1/22/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H321A00002&modNumber=P00005&idvAgencyID=&idvPIID=GS02F0110Y&contractType=IDV,"$6,500,000"
DEPARTMENT OF TREASURY,DEIA Training,1/22/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H321A00003&modNumber=P00005&idvAgencyID=&idvPIID=47QREA20D000A&contractType=IDV,"$6,500,000"
DEPARTMENT OF TREASURY,DEIA Training,1/23/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2050&PIID=2023H218F00058&modNumber=P00002&idvAgencyID=&idvPIID=GS27F011AA&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/23/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H323F00026&modNumber=P00001&idvAgencyID=&idvPIID=2032H319A00002&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/23/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H323F00031&modNumber=P00001&idvAgencyID=&idvPIID=2032H319A00002&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/23/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H323F00062&modNumber=P00001&idvAgencyID=&idvPIID=2032H319A00002&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/23/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2050&PIID=2032H824F00122&modNumber=P00001&idvAgencyID=&idvPIID=2032H820A00001&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/23/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2050&PIID=2032H823F00190&modNumber=P00004&idvAgencyID=&idvPIID=GS02Q17DCR0010&contractType=AWARD,"$2,171,217.13"
DEPARTMENT OF TREASURY,DEIA Training,1/24/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H323F00107&modNumber=P00001&idvAgencyID=&idvPIID=2032H321A00010&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/24/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H323F00118&modNumber=P00001&idvAgencyID=&idvPIID=2032H321A00010&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/24/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2041&PIID=2031ZA20A00019&modNumber=P00008&idvAgencyID=&idvPIID=GS02F0110Y&contractType=IDV,"$255,613"
DEPARTMENT OF TREASURY,DEIA Training,1/27/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2050&PIID=2023H220F00031&modNumber=P00003&idvAgencyID=&idvPIID=GS33F0002V&contractType=AWARD,$0
DEPARTMENT OF TREASURY,DEIA Training,1/27/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2046&PIID=2031JW20F00024&modNumber=P00011&idvAgencyID=&idvPIID=47QTCA18D0081&contractType=AWARD,"$148,166.5"
DEPARTMENT OF TREASURY,BPA for WORKFORCE DIVERSITY...,1/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H321A00004&modNumber=P00005&idvAgencyID=&idvPIID=GS02F0078P&contractType=IDV,"$6,500,000"
DEPARTMENT OF TREASURY,OUTWARD INCLUSION DIGITAL W...,1/30/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2050&PIID=205AE924F00039&modNumber=P00001&idvAgencyID=&idvPIID=GS10F099AA&contractType=AWARD,$0
DEPARTMENT OF TREASURY,BLOOMBERG GOVERNMENT SUBSCR...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2046&PIID=2031JW21P00009&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TREASURY,POLITICO PRO SUBSCRIPTIONS....,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2046&PIID=2031JW21P00003&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TREASURY,2032H324P00006 - POLITICO P...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H324P00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,$0
DEPARTMENT OF TREASURY,POLITICO PRO SUBSCRIPTION,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341124F00056&modNumber=P00002&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD,$0
DEPARTMENT OF TREASURY,BLOOMBERG ELECTRONIC DATABA...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20340624F00003&modNumber=P00003&idvAgencyID=&idvPIID=03310323D0068&contractType=AWARD,"$7,156.8"
DEPARTMENT OF TREASURY,ENTERPRISE DIGITAL ACCESS T...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021P00015&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$20,987.2"
DEPARTMENT OF TREASURY,BLOOMBERG GOVERNMENT SUBSCR...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=2033H624F00081&modNumber=P00001&idvAgencyID=&idvPIID=03310323D0068&contractType=AWARD,"$40,471.2"
DEPARTMENT OF TREASURY,POLITICO PRO SUBSCRIPTIONS,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341423F00010&modNumber=P00002&idvAgencyID=&idvPIID=03310319D0071&contractType=AWARD,"$53,400"
DEPARTMENT OF TREASURY,CONTRACT TO BLOOMBERG LAW F...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H324C00029&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$87,543.75"
DEPARTMENT OF TREASURY,POLITICOPRO SUBSCRIPTIONS,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341521P00017&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD,"$89,586.72"
DEPARTMENT OF TREASURY,BLOOMBERG LAW INTERNATIONAL...,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H322C00003&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,"$157,485.52"
DEPARTMENT OF TREASURY,BLOOMBERG BGOV,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341524F00016&modNumber=P00003&idvAgencyID=&idvPIID=03310323D0068&contractType=AWARD,"$189,100.8"
DEPARTMENT OF TREASURY,DIVERSITY AND INCLUSION WOR...,2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2046&PIID=2031JW22F00011&modNumber=P00008&idvAgencyID=&idvPIID=03310321D0001&contractType=AWARD,$950
DEPARTMENT OF TREASURY,"DIVERSITY, EQUITY, INCLUSIO...",2/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H323C00018&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$39,532.09"
